id,country_id,name
JVMD,CA,"Société par actions par Fonds mutuel constitué par acte de fiducie, Loi sur les assurances, Loi sur les compagnies de fidéicommis, Loi sur les compagnies de flottage, Loi sur les compagnies de gaz, d’eau et d’électricité, Loi sur les compagnies de télégraphe et de téléphone, Loi sur les compagnies minières, Loi sur les sociétés de construction, Loi sur les sociétés de développement de l'entreprise québécoise, Loi sur les sociétés de fiducie et les sociétés d'épargne, Loi sur les sociétés de patrons de fabriques de producteurs laitiers, Loi sur les sociétés d'entraide économique, Loi sur les sociétés d'exploration minière, Loi sur les syndicats d'élevage"
JXO5,CA,Société par actions constitué par Loi sur les sociétés de fiducie et les sociétés d'épargne
K08P,CA,Personne morale sans but lucratif par Loi sur les compagnies de cimetière
L26C,CA,Société par actions par Fonds mutuel constitué par acte de fiducie
L3XH,CA,Personne morale sans but lucratif par Loi sur les sociétés d'horticulture
LN3N,CA,Personne morale sans but lucratif par Loi sur les villages miniers
MCY8,CA,Personne morale sans but lucratif par Loi sur les sociétés d'agriculture
MK1I,CA,Société par actions constitué par Loi sur les sociétés d'entraide économique
MQT7,CA,Personne morale sans but lucratif par Loi sur la santé et la sécurité du travail
MR95,CA,Personne morale sans but lucratif par Loi sur les décrets de convention collective
NVXN,CA,Personne morale sans but lucratif par Loi sur l'organisation territoriale municipale
OMUP,CA,Personne morale sans but lucratif par Loi sur les clubs de récréation
Q8NY,CA,Personne morale sans but lucratif par Loi sur les syndicats professionnels
QB2W,CA,Coopérative
RC3D,CA,Personne morale sans but lucratif par Loi sur les villages nordiques et l’Administration régionale Kativik
RPGT,CA,Société par actions constitué par Loi sur les compagnies de télégraphe et de téléphone
RQIC,CA,Société en commandite
S72N,CA,Personne morale sans but lucratif par Loi sur la Fédération des scouts catholiques du Québec
T1LR,CA,Syndicat de copropriété
TA7J,CA,Société par actions constitué par Loi sur les compagnies de flottage
TKAB,CA,Société par actions constitué par Loi sur les sociétés de développement de l'entreprise québécoise
TWLR,CA,Association
UG3Z,CA,Société par actions par Loi sur les sociétés par actions
UVCG,CA,Société par actions constitué par Loi sur les sociétés de construction
V5IH,CA,Personne morale sans but lucratif par Loi sur l’aménagement et l’urbanisme
V9GU,CA,Personne morale sans but lucratif par Loi sur la société Saint-Jean-Baptiste de Trois-Rivières
VGP6,CA,Personne morale sans but lucratif par Loi sur les fabriques
VRVJ,CA,Personne morale sans but lucratif par Code des professions
WGEA,CA,Personne morale sans but lucratif par Loi sur l’organisation municipale de certains territoires
XS49,CA,Personne morale sans but lucratif par Loi concernant le regroupement et la gestion des commissions scolaires
XW5K,CA,Personne morale sans but lucratif par Loi sur la Fédération des guides catholiques du Québec
YBMJ,CA,Personne morale sans but lucratif par Loi sur les assurances
YIIS,CA,Personne morale sans but lucratif par Loi sur les corporations religieuses
YRUJ,CA,Société en nom collectif
Z6MF,CA,Selon la loi par Loi spéciale du Québec à caractère privé
ZGEX,CA,Personne morale sans but lucratif par Loi sur les services correctionnels
ZQQU,CA,Personne morale sans but lucratif par Loi sur la société Saint-Jean-Baptiste du Québec
ZX1F,CA,Personne morale sans but lucratif par Loi sur les compagnies de cimetières catholiques romains
3OVJ,CA,Non-profit Corporations
5D9I,CA,Limited Liabilty Partnerships
5EEA,CA,Corporations formed by an Act of the Saskatchewan legislature
7IKZ,CA,Limited Partnership
7XZL,CA,New Generation Co-operatives
8KL5,CA,Condominium Corporations
FYYY,CA,Credit Unions
I8VP,CA,Sole Proprietors
JNCJ,CA,Co-operatives
KZDW,CA,Syndicates
L2NN,CA,Joint Ventures
LMSY,CA,Partnership
UWMY,CA,Business Corporations
4XP8,KY,company limited by guarantee
6XB7,KY,exempted limited partnership
8HR7,KY,unlimited company
JDX6,KY,special economic zone company
K575,KY,foundation company
MP7S,KY,segregated portfolio company
MPUG,KY,limited liability company
OSBR,KY,company limited by shares
SNUK,KY,association
T5UM,KY,exempted limited duration company
XAQA,KY,limited partnership
2UZP,CL,Sociedad Colectiva Civil
78VN,CL,Asociación
7T6S,CL,Sociedad Legal Minera
7ZMX,CL,Asociación Gremial
B8OI,CL,Entidad religiosa
C6AH,CL,Cooperativa
CVDP,CL,Sociedad de Responsabilidad Limitada
CZCE,CL,Sociedad Colectiva Comercial
EE3W,CL,Sociedad en Comandita Comercial
KUUZ,CL,Sociedad por Acciones
OA6N,CL,Sociedad Anónima
Q1J0,CL,Sociedad Contractual Minera
QFYC,CL,Empresa Individual de Responsabilidad Limitada
RNQ0,CL,Organización Comunitaria
VZ3G,CL,Sociedad en Comandita Civil
Y8F1,CL,Organización Deportiva
YDNQ,CL,Fundación
ZHHH,CL,Comunidad o Asociación Indígena
1IWK,CN,wai guo chang zhu xin wen ji gou
2M6Y,CN,ji jin hui
5A9K,CN,jun dui shi ye dan wei
5GXA,CN,cun ji ji ti jing ji zu zhi
6KC0,CN,zong jiao yuan xiao
6NSC,CN,lv shi zhi ye ji gou
8XAW,CN,wai guo zai hua wen hua zhong xin
B5UZ,CN,shi ye dan wei
BDTI,CN,bian ban zhi jie guan li ji gou bian zhi de qun zhong tuan ti
C38B,CN,qi ta（ wai jiao ）
CYV6,CN,qi ta（ zhong yang jun wei gai ge he bian zhi ban gong shi ）
DLEK,CN,xiang zhen ji ji ti jing ji zu zhi
E4FG,CN,min ban fei qi ye dan wei
E4YV,CN,gang ao tai di qu lv you bu men chang zhu nei di ( da lu ) dai biao ji gou
E88S,CN,gong zheng chu
ECAK,CN,qi ye
ESZ8,CN,qi ta（ nong ye ）
GGZ5,CN,she hui tuan ti
GPHT,CN,qi ta（ wen hua ）
I39S,CN,ji guan
IBEM,CN,ji ceng fa lv fu wu suo
LURL,CN,qi ta（ shi yong yu wu deng ji ji gou de de qing kuang ）
NWJX,CN,qi ta（ si fa xing zheng ）
OH9O,CN,ji ceng gong hui
OMUD,CN,qi ta（ lv you ）
R3O0,CN,qi ta（ gong hui ）
RV48,CN,ge ti gong shang hu
S9UH,CN,si fa jian ding ji gou
SH05,CN,qi ta（ ji gou bian zhi ）
T0KK,CN,qi ta（ zong jiao ）
TBG2,CN,wai guo lv you bu men chang zhu dai biao ji gou
UMCR,CN,nong min zhuan ye he zuo she
V251,CN,zhong cai wei yuan hui
V816,CN,zu ji ji ti jing ji zu zhi
WEUX,CN,qi ta（ min zheng ）
YXJ5,CN,zong jiao huo dong chang suo
1PAD,CO,Empresa Unipersonal
3RHN,CO,Sociedad Anónima
4OYE,CO,Persona natural comerciante
6Z8B,CO,Sucursal de Sociedad Extranjera
D2T3,CO,Empresa Asociativa de Trabajo
DEJ0,CO,Sociedad Colectiva
IUIY,CO,Sociedad en comandita simple
KC51,CO,Sociedad de Economía Mixta
KYVO,CO,Sociedad por Acciones Simplificada
N1TE,CO,Sociedad en comandita por acciones
SJB8,CO,Sociedades Agrarias de Transformación
WX45,CO,Sociedad de Responsabilidad Limitada
70NZ,CK,International Company
A7G6,CK,Limited Liability Company
KNIC,CK,International Partnership
N00R,CK,Foundation
YCQM,CK,International Trust
Z3Y2,CK,Foreign Company
4SFS,CR,Institución Autónoma
4Y4D,CR,Entidad Creada por Ley Especial
72BT,CR,Organismo Internacional
DUXT,CR,Junta de Educación y Junta Administrativa de Patronatos Escolares
E26K,CR,Sociedad Profesional
EFE3,CR,Municipalidad
G5RR,CR,Fundación
H2BW,CR,Sociedad civil
HSX9,CR,Temporalidad de la Iglesia
KZMF,CR,Sociedad de usuarios de aguas
LQVG,CR,Sucesión Indivisa
M0X8,CR,Condominio
O4X3,CR,"Asociación civil, Asociación deportiva, Federación"
P864,CR,Sociedad de Responsabilidad Limitada o Sociedad Limitada
Q4J1,CR,Mutual de Ahorro y Préstamo
SBQF,CR,Sociedad colectiva
SMWM,CR,Sindicato y su Federación
YFZL,CR,Fideicomiso de Partidos Políticos
YOIW,CR,Sociedad Anónima
YP63,CR,Sociedad en comandita
YW6W,CR,Empresa Individual de Responsabilidad Limitada
YYZO,CR,Asociación Cooperativa
24EG,HR,Kreditna unija
274G,HR,Udruga
28RA,HR,Fond
2FED,HR,Gospodarsko interesno udruženje
3OW3,HR,Europsko gospodarsko interesno udruženje (skraćeno EGIU)
6Q6D,HR,Pravna osoba Katoličke Crkve
6RD2,HR,Agencije I druge samostalne pravne osobe s javnim ovlastima
8VRU,HR,"Europska zadruga (Societas Cooperativa Europaea, skraćeno SCE)"
9D9U,HR,Trgovac pojedinac
9PZC,HR,Fundacija
E9CM,HR,"Europsko društvo (Societas Europaea, skraćeno SE)"
EYKU,HR,Stečajna masa
G5RH,HR,Zadruge
IVVD,HR,Savez zadruga
KP34,HR,Javno trgovačko društvo
LUMA,HR,Dioničko društvo
MF7P,HR,Komanditno društvo
NRTG,HR,Podružnica
OQWO,HR,Društvo s ograničenom odgovornošću
SPJ7,HR,Vjerska zajednica
TSA0,HR,Tijelo državne uprave
XQLW,HR,Jedinica lokalne ili područne (regionalne) samouprave
YA9S,HR,Zajednica ustanova
ZFQS,HR,Ustanova
ZMY8,HR,Zaklada
1SVL,CW,Stille vennootschap
1T06,CW,Stichting
2J66,CW,Stichting Particulier Fonds
36AO,CW,Naamloze Vennootschap
5OZV,CW,Eenmanszaak
9E0Q,CW,Commanditaire vennootschap
ADF8,CW,Coöperatie
IHD0,CW,Rederij
KM1T,CW,Openbare vennootschap
MZB1,CW,Besloten Vennootschap
SS3A,CW,Onderlinge waarborgmaatschappij
WV3I,CW,Vereniging
ZKTC,CW,Trust
1MBR,CY,Alli nomiki morfi
233U,CY,Synetairismos
8BL9,CY,Evropaiki Dimosia Etaireia Periorismenis Efthynis
8VZ0,CY,Trust
BCF5,CY,Dimosia Etaireia Periorismenis Efthynis me metoches
FV0K,CY,Emporiki Eponymia
GLCH,CY,Somateia kai Idrymata
HIL6,CY,Allodapi Etaireia
I8RE,CY,Aftotelos ergazomenos
INTY,CY,"Etaireia Periorismenis Efthynis me engyisi, kai pou echei metochiko kefalaio"
K9L6,CY,Idiotiki Etaireia Periorismenis Efthynis me metoches
MYKG,CY,Dimosia Etaireia
P12B,CY,Tameia Pronoias/ Syntaxeos
P5JT,CY,Ευρωπαϊκός Όμιλος Οικονομικού Σκοπού
RCPI,CY,Idiotiki Etaireia
T1JS,CY,Ontotites pou diepontai apo to dimosio dikaio
U24X,CY,Synergatika Pistotika Idrymata
W86L,CY,"Etaireia Periorismenis Efthynis me engyisi, choris metochiko kefalaio"
1JK6,CZ,Svépomocné zemědělské družstvo
2DK3,CZ,Podnik nebo hospodářské zařízení politické strany
2N9X,CZ,Česká konsolidační agentura
3BX3,CZ,Evropské seskupení pro územní spolupráci
3G3D,CZ,Nadace
3RMA,CZ,Státní fond ze zákona
4A26,CZ,Zájmová organizace družstev
4OTK,CZ,Regionální rada regionu soudržnosti
4UB2,CZ,Garanční fond obchodníků s cennými papíry
4YAK,CZ,Stálý rozhodčí soud
5AP3,CZ,Pobočná mezinárodní organizace zaměstnavatelů
5KU5,CZ,Veřejná obchodní společnost
6CQN,CZ,Akciová společnost
6D9L,CZ,Svěřenský fond
6FAI,CZ,Státní podnik
6OMW,CZ,Organizační jednotka občanského sdružení
747U,CZ,Společnost komanditní na akcie
74W6,CZ,Státní příspěvková organizace ostatní
7OZQ,CZ,Zájmové sdružení
84J8,CZ,Státní hospodářská organizace řízená okresním úřadem
8K5T,CZ,Spotřební družstvo
917C,CZ,Česká tisková kancelář
95G8,CZ,Podnikající fyzická osoba tuzemská
971Y,CZ,Podnik nebo hospodářské zařízení sdružení
9HLU,CZ,Společnost s ručením omezeným
9RVC,CZ,Družstvo
9XDB,CZ,Občanské sdružení
AM3T,CZ,Státní fond ze zákona nezapisující se do obchodního rejstříku
APEN,CZ,"Správa železniční dopravní cesty, státní organizace"
BL4B,CZ,Obecně prospěšná společnost
C4Q2,CZ,Všeobecná zdravotní pojišťovna
C5FE,CZ,Samostatná drobná provozovna (obecního úřadu)
C7GZ,CZ,Výrobní družstvo
CATU,CZ,Spolek
CD28,CZ,Společnost komanditní
CHJR,CZ,Podnik se zahraniční majetkovou účastí
CIO8,CZ,Veřejná výzkumná instituce
CUKQ,CZ,Mezinárodní organizace zaměstnavatelů
CZUA,CZ,Zahraniční fyzická osoba
D1VK,CZ,Školská právnická osoba
D35X,CZ,Zahraniční spolek
ET6Z,CZ,Svazy církví a náboženských společností
FIPS,CZ,Banka-státní peněžní ústav
FY1B,CZ,Církve a náboženské společnosti
G2I3,CZ,Pobočný spolek
H4XQ,CZ,Veřejné neziskové ústavní zdravotnické zařízení
H6WW,CZ,Státní příspěvková organizace
HQPK,CZ,"Komora (hospodářská, agrární)"
HS5W,CZ,Vnitřní organizační jednotka organizační složky státu
HSNC,CZ,Podnik zahraničního obchodu
HY6K,CZ,Organizační složka zahraničního nadačního fondu
I32F,CZ,Sdružení mezinárodního obchodu
I68R,CZ,Organizační jednotka zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích
IQ9O,CZ,Společenství vlastníků jednotek
J8PB,CZ,Obec
JCAD,CZ,Evidované církevní právnické osoby
JJYB,CZ,Zahraniční pobočný spolek
KM6Z,CZ,Státní banka československá
LEDI,CZ,Honební společenstvo
LJ92,CZ,Československé státní dráhy-státní organizace
LJL0,CZ,Organizační složka státu
LPCQ,CZ,Mezinárodní odborová organizace
MAVU,CZ,Dobrovolný svazek obcí
MBUU,CZ,Příspěvková organizace zřízená územním samosprávným celkem
NI3I,CZ,Veřejnoprávní instituce
NJ87,CZ,Společný podnik (s více zakladateli)
NPH3,CZ,Česká národní banka
NQHQ,CZ,Komoditní burza
O9PW,CZ,Samosprávná stavovská organizace (profesní komora)
OVKW,CZ,"Vysoká škola (veřejná, státní)"
P3YF,CZ,Pobočná odborová organizace a organizace zaměstnavatelů
PFE5,CZ,"Městská část, městský obvod"
PQJE,CZ,Mezinárodní nevládní organizace
Q25I,CZ,Odborová organizace a organizace zaměstnavatelů
QIEL,CZ,Kraj
QJ0F,CZ,Ústav
QJWK,CZ,Rada pro veřejný dohled nad auditem
QQ49,CZ,Zdravotní pojišťovna (mimo VZP)
QS6A,CZ,Nadační fond
R2XE,CZ,Organizační jednotka mezinárodní nevládní organizace
RBGQ,CZ,Evropské hospodářské zájmové sdružení
RHFQ,CZ,Družstevní podnik (s 1 zakladatelem)
RP0E,CZ,Obecní podnik
SNWJ,CZ,"Podílový, penzijní fond"
T1FT,CZ,Evropská družstevní společnost
T3Q1,CZ,Bytové družstvo
TNBA,CZ,Odštěpný závod zahraniční právnické osoby
U95A,CZ,Odštěpný závod zahraniční fyzické osoby
UFDA,CZ,Národní podnik
V6YH,CZ,Společná zájmová organizace družstev
VIE3,CZ,Zájmové sdružení právnických osob
VQU7,CZ,Organizační složka zahraniční nadace
WJ30,CZ,Družstevní podnik zemědělský
WL83,CZ,Zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích
WO0T,CZ,Pobočná mezinárodní odborová organizace
WUFK,CZ,Odštěpný závod
WVZF,CZ,Účelová zahraničně obchodní organizace
XG70,CZ,Právnikcá osoba zřízená zvláštním zákonem zapisovaná do veřejného rejstříku
XRK7,CZ,"Politická strana, politické hnutí"
Y18E,CZ,Společný podnik
Z3BF,CZ,Zemědělské družstvo
ZQO8,CZ,Evropská společnost
ZU32,CZ,Jiné družstvo
1MWR,DK,Fond
37UT,DK,Region
40R4,DK,Forening
599X,DK,Fonde og andre selvejende institutioner
5QS7,DK,Iværksætterselskab
7WRN,DK,Interessentskab
9KSX,DK,Partnerselskab
D4PU,DK,Frivillig forening
F7JY,DK,Særlig Finansiel virksomhed
FUKI,DK,Enkeltmandsvirksomhed
FW7S,DK,Europæisk andelsselskab
GFXN,DK,Primærkommune
GULL,DK,Selskab med begrænset ansvar
H8VP,DK,Anpartsselskab
LWOD,DK,Medarbejderinvesteringsselskab
NUL8,DK,Kommanditselskab
PIOI,DK,Erhvervsdrivende fond
PMJW,DK,Andelsselskab
PZ6Y,DK,Andelsselskab med begrænset ansvar
TB2C,DK,Europæisk økonomisk firmagruppe
UA1O,DK,Europæisk selskab
WU7R,DK,Forening med begrænset ansvar
ZRPO,DK,Aktieselskab
3ZBR,DO,Sociedad Anónima
8WQ9,DO,Sociedad en Comandita Simple
B35X,DO,Sociedad en Participación(sin personalidad jurídica)
DQAU,DO,Sociedad Anónima Simplificada
K4CD,DO,Empresa Individual de Responsabilidad Limitada 
LSWY,DO,Sociedad en Nombre Colectivo
SWO8,DO,Sociedad de Responsaibilidad Limitada
T4LC,DO,Sociedad en Comandita por Acciones
6TPE,EC,Compañía en nombre colectivo
FKVG,EC,Compañía en Comandita Simple y dividida por acciones
J3T2,EC,Compañía Anónima
N9QH,EC,Compañía de Economía Mixta
XOAD,EC,Compañía de Responsabilidad Limitada
1NKP,EE,Sihtasutus
3UPJ,EE,Füüsilisest isikust ettevõtja
6I0P,EE,Hooneühistu
752Q,EE,Euroopa äriühing
8ZQE,EE,Korteriühistu
9LJA,EE,Aktsiaselts
CKOS,EE,Usuline ühendus
GA3A,EE,Erakond
I1UP,EE,Täisühing
J34T,EE,Ametiühing
JC0Y,EE,Osaühing
LA47,EE,Euroopa majandushuviühing
LVEQ,EE,Usaldusühing
PMOF,EE,Loomeliit
PRTB,EE,Mittetulundusühing
RXTT,EE,Euroopa ühistu
VSEV,EE,Tulundusühistu
1AFG,FI,Muu yhtiö
1AFG,FI,Annat bolag
1YIR,FI,Metsänhoitoyhdistys
1YIR,FI,Skogsvårdsförening
2RK5,FI,Kunta
2RK5,FI,Kommun
37GR,FI,Elinkeinoyhtymä
37GR,FI,Näringssammanslutning
4H61,FI,Keskinäinen vakuutusyhtiö
4H61,FI,Ömsesidigt försäkringsbolag
5WI2,FI,Eläkesäätiö
5WI2,FI,Pensionsstiftelse
6PEQ,FI,Paikallisyhteisö
6PEQ,FI,Lokalsamfund
760X,FI,Muu yhdistys
760X,FI,Annan förening
883O,FI,Sivuliike
883O,FI,Filial
8HGS,FI,Erityislainsäädäntöön perustuva yhdistys
8HGS,FI,Förening som grundar sig på speciallagstiftning
8WJ7,FI,Keskinäinen kiinteistöosakeyhtiö
8WJ7,FI,Ömsesidigt fastighetsaktiebolag
97PB,FI,Vakuutuskassa
97PB,FI,Försäkringskassa
9AUC,FI,Vakuutusyhdistys
9AUC,FI,Försäkringsförening
AUPV,FI,Muu kiinteistöosakeyhtiö
AUPV,FI,Annat fastighetsaktiebolag
BKQO,FI,Valtio ja sen laitokset
BKQO,FI,Staten och dess inrättningar
BKVI,FI,Hypoteekkiyhdistys
BKVI,FI,Hypoteksförening
BQ19,FI,Laivanisännistöyhtiö
BQ19,FI,Rederibolag
C51L,FI,Eurooppalainen taloudellinen etuyhtymä sivutoimipaikka
C51L,FI,Filial för en europeisk ekonomisk intressegrupp
DAFV,FI,Vakuutusosakeyhtiö
DAFV,FI,Försäkringsaktiebolag
DKUW,FI,Osakeyhtiö
DKUW,FI,Aktiebolag
DL9Z,FI,Ulkomainen yhteisö
DL9Z,FI,Utländskt samfund
DMT8,FI,Työeläkekassa
DMT8,FI,Arbetspensionskassa
EDN7,FI,Taloudellinen yhdistys
EDN7,FI,Ekonomisk förening
EDZP,FI,Ylioppilaskunta tai osakunta
EDZP,FI,Studentkår eller studentnation
EE90,FI,Osuuskunta
EE90,FI,Andelslag
EMC8,FI,Muu taloudellinen yhdistys
EMC8,FI,Annan ekonomisk förening
HBR3,FI,Julkinen keskinäinen vakuutusyhtiö
HBR3,FI,Publikt ömsesidigt försäkringsaktiebolag
HEOB,FI,Kommandiittiyhtiö
HEOB,FI,Kommanditbolag
HNWB,FI,Eurooppalainen taloudellinen etuyhtymä
HNWB,FI,Europeisk ekonomisk intresseguppering
HTT9,FI,Erillishallinnollinen valtion laitos
HTT9,FI,Statlig inrättning med separat förvaltning
IX7U,FI,Asukashallintoalue
IX7U,FI,Boendeförvaltningsområde
IYF9,FI,Evankelis-luterilainen kirkko
IYF9,FI,Ev.luth. kyrkan
JI3A,FI,Keskinäinen vahinkovakuutusyhdistys
JI3A,FI,Ömsesidigt skadeförsäkringsförening
K09E,FI,Yksityinen elinkeinonharjoittaja
K09E,FI,Enskild näringsidkare
K2G8,FI,Muut oikeushenkilöt
K2G8,FI,Övriga juridiska personer
K6VE,FI,Julkinen osakeyhtiö
K6VE,FI,Publikt aktiebolag
KHI5,FI,Julkinen vakuutusosakeyhtiö
KHI5,FI,Publikt försäkringsaktiebolag
L7XJ,FI,Paliskunta
L7XJ,FI,Renbeteslag
LBQS,FI,Muu yhteisvastuullinen pidätysvelvollinen
LBQS,FI,Annan solidariskt ansvarig innehållningspliktig
MBPY,FI,Asumisoikeusyhdistys
MBPY,FI,Boenderättsförening
MRW9,FI,Muu julkisoikeudellinen oikeushenkilö
MRW9,FI,Annan offentligrättslig juridisk person
N3LC,FI,Rekisteröity uskonnollinen yhdyskunta
N3LC,FI,Registrerat religiöst samfund
NV7C,FI,Muu säätiö
NV7C,FI,Annan stiftelse
OXLO,FI,Valtion liikelaitos
OXLO,FI,Statlig affärsinrättning
PPMX,FI,Avoin yhtiö
PPMX,FI,Öppet bolag
R39F,FI,Kauppakamari
R39F,FI,Handelskammare
R5ZC,FI,Eurooppaosuuskunnan kiinteä toimipaikka
R5ZC,FI,Fast driftställe för europeisk kooperativ förening
R6UB,FI,Verotusyhtymä
R6UB,FI,Beskattningssammanslutning
SDPE,FI,Työttömyyskassa
SDPE,FI,Arbetslöshetskassa
SJL9,FI,Osuuspankki
SJL9,FI,Andelsbank
SKGX,FI,Yhteisetuudet
SKGX,FI,Samfällda förmåner
SQS1,FI,Ahvenanmaan maakunta ja sen virastot
SQS1,FI,Lanskapet Åland och dess ämbetsverk
SUHV,FI,Muu verotuksen yksikkö
SUHV,FI,Annan enhet inom beskattningen
T31U,FI,Kuntainliiton liikelaitos
T31U,FI,Kommunförbundets affärsinrättning
T3K4,FI,Yhteismetsä
T3K4,FI,Samfälld skog
TZ1U,FI,Kunnallinen liikelaitos
TZ1U,FI,Kommunal affärsinrättning
UAV1,FI,Eurooppaosuuskunta
UAV1,FI,Europaandelslag
UMF0,FI,Konkurssipesä
UMF0,FI,Konkursbo
UXEW,FI,Aatteellinen yhdistys
UXEW,FI,Ideell förening
V0TJ,FI,Asunto-osakeyhtiö
V0TJ,FI,Bostadsaktiebolag
V42B,FI,Ortodoksinen kirkko
V42B,FI,Ortodoxa kyrkan
VKKN,FI,Eurooppaosuuspankki
VKKN,FI,Europaandelsbank
VOTI,FI,Kuntayhtymä
VOTI,FI,Samkommun
XGKW,FI,Ahvenanmaan liikelaitos
XGKW,FI,Ålands affärsverk
XJH3,FI,Eurooppayhtiö
XJH3,FI,Europabolag
YK5G,FI,Säätiö
YK5G,FI,Stiftelse
Z38E,FI,Säästöpankki
Z38E,FI,Sparbank
ZMTL,FI,Kuolinpesä
ZMTL,FI,Dödsbo
157O,FR,Régie d'une collectivité locale à caractère administratif
1B88,FR,SCP de médecins
1GNM,FR,Syndicat de salariés
1L24,FR,Autre société civile
1NF1,FR,SA nationale à conseil d'administration
1Q16,FR,Société créée de fait entre personnes physiques
1Y0C,FR,SARL d'attribution
211B,FR,Société coopérative agricole
29FA,FR,Institution interrégionale ou entente
2N4L,FR,(Autre) Collectivité territoriale
2NL6,FR,"État, collectivité ou établissement public étranger"
2ONM,FR,SA d'attribution à directoire
2WMP,FR,Autre personne morale de droit administratif
2XIK,FR,Mutuelle
34QS,FR,Autre personne morale de droit privé
3AZY,FR,Coopérative d'utilisation de matériel agricole en commun (CUMA)
3FCU,FR,Société d'exercice libéral par action simplifiée
3NJL,FR,Autre personne de droit privé inscrite au registre du commerce et des sociétés
3OK3,FR,SCP de notaires
3S6E,FR,Service départemental d'incendie et de secours (SDIS)
3XTE,FR,SARL coopérative de consommation
487E,FR,Établissement public local d'enseignement
491H,FR,Association non déclarée
4DZU,FR,Autre SARL coopérative
4H0F,FR,Autre établissement public local de coopération non spécialisé ou entente
4JS0,FR,Association syndicale autorisée
4RT7,FR,SA de HLM à conseil d'administration
4TNX,FR,Profession libérale
4VD7,FR,Pôle d'équilibre territorial et rural (PETR)
59F9,FR,Groupement foncier agricole
5AJO,FR,Caisse d'Épargne et de Prévoyance
5H68,FR,Commerçant
5K0Q,FR,Établissement public local social et médico-social
5VCF,FR,SA à directoire (s.a.i.)
61WE,FR,Institution de retraite supplémentaire
66JQ,FR,Syndicat de copropriété
6CHY,FR,"SAS, société par actions simplifiée"
6CJJ,FR,SCP de géomètres experts
6DYI,FR,Société de Participations Financières de Profession Libérale Société à responsabilité limitée (SPFPL SARL)
6IIE,FR,SA coopérative (d'intérêt) maritime à conseil d'administration
6KWU,FR,Société d'exercice libéral en commandite par actions
6RUE,FR,Groupement européen d'intérêt économique (GEIE)
6SYJ,FR,SA de HLM à directoire
6YHU,FR,SA d'intérêt collectif agricole (SICA) à conseil d'administration
74HH,FR,SCP de vétérinaires
7O94,FR,Groupement forestier
7SZH,FR,Autre groupement de droit privé non doté de la personnalité morale
7UHA,FR,Collectivité et territoire d'Outre Mer
82QO,FR,Service déconcentré de l'État à compétence (inter) départementale
87VO,FR,Safer anonyme à directoire
8FZW,FR,SCP de conseils juridiques
8G07,FR,(Autre) Personne physique
8GTU,FR,(Autre) Service déconcentré de l'État à compétence territoriale
8II5,FR,Autre SA coopérative à conseil d'administration
8IWA,FR,Commune associée et commune déléguée
8LX5,FR,Autre régime de prévoyance sociale
8OKM,FR,Service déconcentré à compétence nationale d'un ministère (hors Défense)
8R2G,FR,Société civile immobilière de construction-vente
8TYA,FR,Autre SA coopérative à directoire
8VDW,FR,Société d'assurance à forme mutuelle
8VWR,FR,SA d'économie mixte à conseil d'administration
8WH8,FR,Autre personne morale de droit étranger
8XDK,FR,SA d'aménagement foncier et d'équipement rural (SAFER) à conseil d'administration
94WO,FR,District urbain
97PZ,FR,SARL coopérative d'intérêt maritime
9HC8,FR,Société en participation entre personnes physiques
9KU7,FR,Union de sociétés coopératives agricoles
9N1F,FR,SA d'intérêt collectif agricole (SICA)
9O0S,FR,Association fonciére urbaine
9T5S,FR,Fondation
A0VZ,FR,SCP d'architectes
AHBR,FR,SA à participation ouvrière à directoire
AMFI,FR,Autorité constitutionnelle
B645,FR,SA d'attribution à conseil d'administration
B7I7,FR,SA coopérative artisanale à conseil d'administration
BAK2,FR,Exploitation agricole à responsabilité limitée
BAUQ,FR,SA de crédit immobilier à conseil d'administration
BDDP,FR,SCP d'infirmiers
BEWI,FR,Association déclarée
BRGA,FR,SA immobilière d'investissement à conseil d'administration
BYZF,FR,Paroisse hors zone concordataire
C42J,FR,SARL immobilière de gestion
C4D7,FR,Ensemble urbain
CAX5,FR,Régime général de la Sécurité Sociale
CBO2,FR,Service du ministère de la Défense
CF56,FR,Mutualité sociale agricole
CNSS,FR,Société en participation de professions libérales
CNXL,FR,Artisan-commerçant
CQJI,FR,Région
CVH6,FR,SARL d'aménagement foncier et d'équipement rural (SAFER)
D2I2,FR,Syndicat intercommunal à vocation multiple (SIVOM)
DEG4,FR,Société en commandite par actions
DRQM,FR,SA coopérative de construction à conseil d'administration
DTAX,FR,Autre organisme mutualiste
DWYD,FR,Association déclarée d'insertion par l'économique
DXQH,FR,Société civile foncière
E0YF,FR,SA coopérative d'intérêt maritime à directoire
E6YB,FR,Caisse (fédérale) de crédit mutuel
EABD,FR,Société civile coopérative entre médecins
EAC8,FR,Société coopérative de production de HLM anonyme à directoire
ECUL,FR,Secteur de commune
EVYY,FR,Caisse de crédit maritime mutuel
EYRI,FR,Centre technique industriel ou comité professionnel du développement économique
F0B6,FR,Société en commandite simple coopérative
F6SZ,FR,SA coopérative ouvrière de production (SCOP) à directoire
F72Z,FR,Établissement public national à caractére industriel ou commercial doté d'un comptable public
F8UD,FR,SCP d'avoués d'appel
